# Created by Octave 3.0.1, Sat Sep 05 13:47:18 2009 PDT <jwawerla@walle.autolab>
# name: prt
# type: matrix
# rows: 100
# columns: 10
 246.4 340.4 434.6 525.6 714.2 1062.2 1907.3 2054.4 2121.6 2280.6
 92.09999999999999 108 144.4 838.3 917 1463.6 1512.9 1661.1 1728.5 3259.4
 77 170.6 186.2 881.5 1163.8 1316 1368.8 1923.3 1990.7 2143.4
 178.9 221.1 264.7 692.1 725.3 1563.2 1617.4 1764.1 1831.6 1986
 146.6 264.9 284.1 890 923.3 1200.4 1565.2 1712.5 1780 1935.5
 204.5 230 248.6 697.3 731.2 1419 1888.6 2277.7 2619.6 2775.7
 117.5 272 291.4 778.5 812.6 1277.1 1698 1569.2 1637 1794.3
 137.6 159.8 176.5 586.5 917.8 1726.1 1779.8 1927 1994.2 2637.6
 183.1 227.7 246.9 288.6 606.9 1019.6 1361.5 2140.9 2208.2 3012.8
 178.8 298 339.8 463.7 792.8 1081.7 1136.1 1944.6 2011.9 2622.6
 158 180.8 198.5 648.7 842.4 1371.8 2086.1 2428 2495.3 2649.6
 124.8 145.5 243.5 324.8 1118.5 1220.4 1274.4 1421.4 1488.7 1644.1
 101 245.7 265.1 662.4 838.4 1098.1 1152.6 1301.6 1369.1 2740.1
 86.3 138.1 317.7 813.9 1077.1 1502.6 1557.3 1705.9 1773.5 2518.4
 56.3 125 165.5 585.6 613.8 1284.5 1339.5 2420.7 2488.1 2641.5
 145.6 458.8 640.9 721 750 1129.8 1378 1683.5 1751 2552.7
 128.7 433.9 474 522.4 551.9 867.8 923.3 2028.4 2095.9 2249.8
 58.1 139.7 196.3 637.8 667.9 1497.5 1553.1 2348.3 2415.7 1628.5
 59.9 157.6 172.5 908.2 938.5 1504.5 1694 1838.7 1906.1 2065.8
 128.7 203.3 316.6 783.5 853.3 1006.5 1062.4 2003.1 2070.6 2228.4
 179.7 358.5 376.7 752.9 821.9 925.4 981.5 1637 1704.4 1866.5
